Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,latitude,longitude
2647621,"July 8, 2023",California,Indio,41900 block of Napoli St,1,3,0,0,0,N/A,33.745964,-116.2247402
2647307,"July 8, 2023",Indiana,Gary,939 E 21st Ave,1,3,0,0,0,N/A,41.579993,-87.324991
2647516,"July 8, 2023",Maryland,Baltimore,900 block of Greenmount Ave,2,2,0,0,0,N/A,39.299594,-76.6071175
2648440,"July 8, 2023",Texas,Dallas,1600 block of Pompano Beach Dr,1,3,0,0,0,N/A,32.6851567,-96.6643174
2647013,"July 7, 2023",Illinois,Chicago,1600 block of W Howard St,0,5,0,0,0,N/A,42.0194636,-87.6871137
2646865,"July 7, 2023",Texas,El Paso,4516 Swan Dr,0,8,0,0,0,N/A,31.826703,-106.5766179
2644586,"July 5, 2023",Florida,Fort Lauderdale,2960 NW 19th St,0,5,0,0,0,N/A,26.150371,-80.184368
2643648,"July 5, 2023",Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,1,6,0,0,1,N/A,38.3850332,-75.61363
2644078,"July 5, 2023",Michigan,Lansing,S Washington Sq,0,4,0,0,0,N/A,42.7312423,-84.5522893
2643671,"July 5, 2023",Illinois,Chicago,5600 block of S Ada St,1,4,0,0,0,N/A,41.7921761,-87.65883
2644352,"July 5, 2023",Ohio,Cleveland,4000 block of E 150th St,2,2,0,0,0,N/A,41.4504225,-81.5768014
2643453,"July 5, 2023",District of Columbia,Washington,4700 block of Meade St NE,0,9,0,0,0,N/A,38.9062497,-76.9346087
2643630,"July 5, 2023",Massachusetts,Boston,33 Edgewater Dr,0,5,0,0,1,N/A,42.2660288,-71.0961104
2643676,"July 5, 2023",New Jersey,Paterson,49 Jersey St,2,3,0,0,0,N/A,40.9133222,-74.1768573
2644627,"July 5, 2023",Michigan,Flint,2800 block of Mallery St,0,4,0,0,0,N/A,43.0314242,-83.7245794
2643322,"July 4, 2023",Maryland,Edgewood,600 block of Harr Park Ct,0,4,0,0,10,N/A,39.423408,-76.29738
2642527,"July 4, 2023",Ohio,Akron,700 E Exchange St,0,4,0,0,0,N/A,41.0702843,-81.4978711
2642489,"July 4, 2023",Michigan,Lansing,6520 Mercantile Way,0,5,0,0,0,N/A,42.664203,-84.536706
2643549,"July 4, 2023",California,Hayward,400 block of Ranker Place,0,5,0,1,2,N/A,37.6401218,-122.0734786
2643602,"July 4, 2023",Louisiana,Shreveport,2000 block of Pearl Ave,4,7,0,0,0,N/A,32.5251516,-93.7501789
2642484,"July 4, 2023",North Carolina,Charlotte,5300 block of Park Brook Dr,0,4,0,0,0,N/A,35.285015,-80.81855
2642843,"July 3, 2023",Minnesota,Truman,N/A,0,4,0,0,1,N/A,43.8277341,-95.712891
2642262,"July 3, 2023",Texas,Fort Worth,2100 block of Christine Ave,0,4,0,0,1,N/A,32.7244386,-97.2889898
2642472,"July 3, 2023",Texas,Fort Worth,Diaz Ave and Horne St,3,8,0,0,2,N/A,32.7273703,-97.407967
2642495,"July 3, 2023",Indiana,Indianapolis,3200 block of Forest Manor Ave,1,3,0,0,0,N/A,39.8140788,-86.0983332
2645345,"July 3, 2023",Indiana,Michigan City,1100 block of Salem St,0,4,0,0,0,N/A,41.6965573,-86.8673579
2642785,"July 3, 2023",Missouri,Saint Ann,4116 Jane Ave,3,1,1,0,0,N/A,38.7356084,-90.3728644
2642071,"July 3, 2023",Pennsylvania,Philadelphia,5700 block of Warrington Ave,5,2,0,0,1,N/A,39.9386774,-75.2297059
2640311,"July 2, 2023",Kansas,Wichita,222 N Washington St,0,9,0,0,3,N/A,37.6886389,-97.326129
2641112,"July 2, 2023",New York,Bronx,1780 Eastburn Ave,0,4,0,0,0,N/A,40.8465037,-73.9080793
2640219,"July 2, 2023",Maryland,Baltimore,800 block of Gretna Ct,2,27,0,1,5,N/A,39.230515,-76.601316
2639780,"July 1, 2023",Oklahoma,Tulsa,1150 S Sheridan Rd,0,4,0,0,0,N/A,36.146439,-95.9051289
2639130,"June 30, 2023",California,Florin,7870 Florin Rd,0,4,0,0,0,N/A,38.4949923,-121.4113906
2639623,"June 30, 2023",Illinois,Chicago,6300 block of S Artesian Ave,1,3,0,0,0,N/A,41.7792363,-87.6848636
2638784,"June 29, 2023",Texas,Odessa,4310 N Dixie Blvd,1,4,0,0,3,N/A,31.8870177,-102.3750713
2638465,"June 28, 2023",North Carolina,Greensboro,5100 Bayberry St,3,2,0,0,1,N/A,36.1444393,-79.8326644
2636671,"June 26, 2023",Michigan,Ypsilanti,800 block of George Pl,2,2,0,0,1,N/A,42.244267,-83.596903
2634835,"June 25, 2023",Missouri,Kansas City,5646 Prospect Ave,3,6,0,0,1,N/A,39.0231801,-94.555814
2635065,"June 25, 2023",Texas,Missouri City,7242 W Fuqua St,1,3,0,0,0,N/A,29.599272,-95.495351
2635437,"June 25, 2023",Ohio,Cincinnati,1233 Clay St,0,4,0,0,0,N/A,39.1097113,-84.5127438
2634840,"June 25, 2023",Indiana,Indianapolis,800 block of Broad Ripple Ave,3,1,0,0,1,N/A,39.8698271,-86.1447629
2634933,"June 25, 2023",Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,0,4,0,0,0,N/A,38.8273573,-76.9432858
2635243,"June 24, 2023",North Carolina,Asheboro,800 block of Salem Ct,0,4,0,0,2,N/A,35.6818141,-79.803393
2634357,"June 24, 2023",Texas,Beaumont,1600 block of Glasshouse St,0,5,0,0,0,N/A,30.1072197,-94.1124361
2634147,"June 24, 2023",Michigan,Saginaw,Fourth St and Johnson St,2,11,0,0,0,N/A,43.4343535,-83.9302149
2634135,"June 24, 2023",Florida,Orlando,2620 N Hiawassee Rd,2,2,0,0,0,N/A,28.5798057,-81.4778442
2632283,"June 21, 2023",Texas,Fort Worth,2120 Handley Dr,1,3,0,0,1,N/A,32.7477886,-97.217804
2630581,"June 20, 2023",Michigan,Pontiac,28 Cherry Hill Dr,1,3,0,0,0,N/A,42.6656856,-83.3195832
2629745,"June 19, 2023",Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,0,6,0,0,1,N/A,43.0723079,-87.9143268
2629821,"June 19, 2023",Illinois,Chicago,3200 block of W 79th St,1,3,0,0,0,N/A,41.7498271,-87.7023736
2628072,"June 18, 2023",Illinois,Willowbrook,10S622 Kingery Hwy,1,22,0,0,0,N/A,41.7184869,-87.9458134
2628083,"June 18, 2023",Missouri,Saint Louis,1409 Washington Ave,1,9,0,0,0,N/A,38.6325635,-90.2000237
2629211,"June 18, 2023",Idaho,Kellogg,525 W Cameron Ave,4,0,0,0,1,N/A,47.5437075,-116.1283403
2628950,"June 18, 2023",Illinois,Chicago,9900 block of S Princeton Ave,2,3,0,0,0,N/A,41.7143465,-87.6308929
2628104,"June 18, 2023",Illinois,Chicago,5400 block of W Crystal St,1,3,0,0,0,N/A,41.9033252,-87.7611902
2629196,"June 18, 2023",North Carolina,Greenville,1100 block of W Sixth St,1,5,0,0,0,N/A,35.6117951,-77.3854396
2628094,"June 18, 2023",Georgia,Decatur,4525 Glenwood Rd,0,5,0,0,0,N/A,33.7355987,-84.2327085
2629262,"June 18, 2023",Michigan,Detroit,12000 block of Roselawn St,0,4,0,0,0,N/A,42.3761032,-83.1502193
2627254,"June 17, 2023",Illinois,Chicago,1900 block of N Stockton Dr,0,5,0,0,0,N/A,41.9165927,-87.6338519
2627729,"June 17, 2023",Pennsylvania,Philadelphia,1700 block of Ringgold St,0,5,0,0,0,N/A,39.9313337,-75.1856769
2627193,"June 17, 2023",Wisconsin,La Crosse,116 3rd St S,0,7,0,0,1,N/A,43.8124822,-91.2532664
2627442,"June 17, 2023",North Carolina,Winston Salem (Winston-salem),800 block of Utah Dr,0,4,0,0,0,N/A,36.066048,-80.1800264
2627199,"June 17, 2023",Indiana,Indianapolis,W 34th St and Moller Rd,0,4,0,0,0,N/A,39.8164592,-86.156844
2627418,"June 17, 2023",North Carolina,Charlotte,6432 E Independence Blvd,1,3,0,0,1,N/A,35.1720184,-80.7468615
2629270,"June 17, 2023",Louisiana,Alexandria,3323 Willow Glen River Rd,1,3,0,0,0,N/A,31.2757865,-92.4364261
2627958,"June 17, 2023",Washington,Quincy,754 Silica Rd NW,2,2,0,1,1,N/A,47.0968015,-119.9924021
2630156,"June 17, 2023",Ohio,Cleveland,11921 Miles Ave,0,4,0,0,0,N/A,41.4455076,-81.5991523
2626827,"June 16, 2023",Maryland,Baltimore,E Cold Spring Ln and York Rd,0,6,0,0,0,N/A,39.346158,-76.6213037
2627283,"June 16, 2023",California,Carson,1500 block of E Abila St,0,8,0,0,0,N/A,33.8286015,-118.2461318
2627013,"June 16, 2023",New Jersey,Clifton,39 Harding Ave,0,4,0,0,0,N/A,40.8760076,-74.139798
2625892,"June 15, 2023",Ohio,New Richmond,1965 Laurel Lindale Rd,3,1,0,0,1,N/A,38.921741,-84.1972282
2626402,"June 15, 2023",Tennessee,Sequatchie,246 Pine St,5,1,1,0,0,N/A,35.1158817,-85.6000327
2625636,"June 15, 2023",South Carolina,Greenville,Channel Dr,0,4,0,0,0,N/A,34.8123588,-82.4718869
2625603,"June 14, 2023",Oklahoma,Tulsa,S Harvard Ave and E 31st St,1,3,0,0,1,N/A,36.1188009,-95.9402529
2625182,"June 13, 2023",Ohio,Cincinnati,2300 block of Harrison Ave,0,4,0,0,0,N/A,39.137054,-84.576375
2623809,"June 13, 2023",Colorado,Denver,2000 block of Market St,0,9,0,1,2,N/A,39.7534895,-104.9925361
2622044,"June 11, 2023",New York,Syracuse,100 block of Davis St,0,4,0,0,3,N/A,43.0395508,-76.1669393
2622062,"June 11, 2023",California,Antioch,3300 block of Sunset Ln,1,6,0,0,0,N/A,37.9872479,-121.804747
2668127,"June 11, 2023",Louisiana,Labadieville,3006 LA-1,0,7,0,0,1,N/A,29.8536266,-90.9710338
2622008,"June 11, 2023",Texas,Houston,6003 Richmond Ave,0,6,0,0,1,N/A,29.731059,-95.4845399
2622547,"June 11, 2023",Maryland,Annapolis,1004 Paddington Pl,3,3,0,0,1,N/A,38.9560639,-76.4812805
2622140,"June 11, 2023",Illinois,Champaign,1000 block of N 6th St,0,4,0,0,0,N/A,40.1251678,-88.230484
2622484,"June 11, 2023",Texas,Crosby,12028 Crosby-Lynchburg  Rd,1,4,0,0,0,N/A,29.8691271,-95.0617598
2621754,"June 10, 2023",Mississippi,Hattiesburg,6100 block of US-49,0,4,0,0,0,N/A,31.3216832,-89.3285129
2622344,"June 10, 2023",Washington,Benton City,2500 block of N Willard Ave,1,5,0,0,2,N/A,46.2491726,-119.4795248
2621640,"June 10, 2023",Illinois,Oak Park,900 block of Madison St,0,4,0,0,0,N/A,41.8798403,-87.7970478
2621241,"June 9, 2023",California,San Francisco,24th St and Treat Ave,0,9,0,0,1,N/A,37.7571529,-122.4134541
2621359,"June 9, 2023",Pennsylvania,Jeannette,815 Lowry Ave,1,4,0,0,0,N/A,40.3182973,-79.6175789
2620695,"June 8, 2023",South Carolina,North Charleston,4106 Dorchester Rd,1,3,0,0,0,N/A,32.8539706,-79.9999962
2619908,"June 7, 2023",California,Sacramento,1600 block of Grand Ave,0,7,0,0,0,N/A,38.6364971,-121.4297229
2618358,"June 6, 2023",Virginia,Richmond,6 N Laurel St,2,5,0,0,1,N/A,37.5462249,-77.4521586
2617560,"June 5, 2023",Mississippi,Jackson,440 N Mill St,0,5,0,0,0,N/A,32.3055299,-90.1905023
2616439,"June 4, 2023",Texas,Sunnyvale,201 Planters Rd,1,4,0,0,0,N/A,32.783901,-96.5774003
2615978,"June 4, 2023",Illinois,Chicago,4800 block of W Iowa St,1,6,0,0,0,N/A,41.8968821,-87.745972
2616034,"June 4, 2023",Florida,Pensacola,Cresent Dr,1,4,0,0,0,N/A,30.4408242,-87.2205991
2616015,"June 4, 2023",Missouri,Columbia,2600 block of Oakbrook Dr,2,4,0,0,0,N/A,39.0151679,-92.2983194
2615941,"June 3, 2023",Oregon,Portland,NE Webster St and NE 55th Ave,0,4,0,0,0,N/A,45.5597703,-122.607003
2615518,"June 2, 2023",Tennessee,Memphis,4600 block of Mill Stream Dr,0,4,0,0,0,N/A,35.0244901,-90.0093834
2614735,"June 2, 2023",Texas,San Antonio,5100 block of Eisenhauer Rd,1,3,0,0,0,N/A,29.4960246,-98.3848529
2614353,"May 31, 2023",Ohio,Cleveland,400 block of E 123rd St,1,3,0,0,0,N/A,41.5463732,-81.6001649
2613087,"May 31, 2023",North Carolina,Fayetteville,700 block of Rembrandt Dr,2,2,0,0,2,N/A,35.0518534,-79.0421458
2613375,"May 31, 2023",Ohio,Cincinnati,73 E McMicken Ave,0,4,0,0,0,N/A,39.1143666,-84.5142764
2612967,"May 30, 2023",Pennsylvania,Lebanon,400 block of N 5th St,3,1,0,0,3,N/A,40.3459949,-76.419642
2612882,"May 30, 2023",Illinois,Chicago,7059 S Halsted St,1,3,0,0,0,N/A,41.7654875,-87.6442066
2611512,"May 29, 2023",Florida,Hollywood,1203 N Broadwalk,0,9,0,0,3,N/A,26.0201821,-80.1151836
2611781,"May 29, 2023",South Carolina,Hollywood,5000 block of Storage Rd,1,5,0,0,0,N/A,32.7134126,-80.2994752
2610925,"May 29, 2023",Ohio,Canal Winchester,4855 Pintail Creek Dr,0,7,0,0,0,N/A,39.8808937,-82.828638
2611214,"May 29, 2023",Illinois,Peoria,N/A,0,4,0,0,0,N/A,40.6936488,-89.5889864
2611877,"May 29, 2023",New York,Syracuse,400 block of Bellevue Ave,1,3,0,0,1,N/A,43.0336377,-76.160303
2611231,"May 28, 2023",Pennsylvania,Chester,Front St and Norris St,0,8,0,0,0,N/A,39.849557,-75.1416382
2611011,"May 28, 2023",Pennsylvania,Philadelphia,4500 block of Mulberry St,1,3,0,0,0,N/A,40.0116743,-75.0837685
2610339,"May 28, 2023",Pennsylvania,Harrisburg,1000 block of N 3rd St,0,4,0,0,0,N/A,40.267423,-76.8875668
2610271,"May 28, 2023",Mississippi,Hazlehurst,Dentville Rd,0,5,0,0,0,N/A,31.9527515,-90.5432061
2610231,"May 28, 2023",Tennessee,Memphis,400 block of Deerskin Dr,0,4,0,0,0,N/A,35.0482191,-90.0787651
2610153,"May 27, 2023",Ohio,Cleveland,17426 Harvard Ave,0,4,0,0,0,N/A,41.4495882,-81.5573503
2610514,"May 27, 2023",California,Moreno Valley,24800 block of Evening Shadow Ct,0,4,0,0,0,N/A,33.9650489,-117.2299686
2610746,"May 27, 2023",Arkansas,Marianna,382 W Chestnut St,1,4,0,0,0,N/A,34.7750204,-90.7701427
2609789,"May 27, 2023",New Mexico,Red River,400 E Main St,3,4,0,1,1,N/A,36.706293,-105.402949
2609601,"May 27, 2023",Illinois,Chicago,7900 block of S Ashland Ave,1,3,0,0,0,N/A,41.7501549,-87.663812
2609992,"May 26, 2023",Mississippi,Columbus,2118 Hwy 45 N,1,4,0,0,1,N/A,33.5248142,-88.4351924
2608422,"May 26, 2023",Wisconsin,Milwaukee,N 38th St and W Walnut St,0,4,0,0,1,N/A,43.0523736,-87.9615679
2608830,"May 26, 2023",Virginia,Woodbridge,14723 Birchdale Ave,3,1,0,0,1,N/A,38.63135,-77.3106155
2609761,"May 26, 2023",Arizona,Mesa,Alma School Rd and Main St,4,1,0,0,1,N/A,33.4150299,-111.8567223
2608802,"May 26, 2023",Maryland,Baltimore,W Saratoga St and N Eutaw St,0,5,0,0,0,N/A,39.2928304,-76.6153315
2608556,"May 26, 2023",Georgia,Brunswick,100 block of Wasp Dr,0,5,0,0,0,N/A,31.2244005,-81.4763162
2608239,"May 25, 2023",Maryland,Baltimore,3300 block of Ramona Ave,0,4,0,0,0,N/A,39.3237274,-76.5640397
2606205,"May 23, 2023",Texas,Texarkana,563 Lemon Acre,4,0,0,0,1,N/A,33.4330937,-94.1474475
2606213,"May 23, 2023",Indiana,Columbus,2201 Lincoln Park Dr,0,4,0,0,2,N/A,39.2203623,-85.8961616
2605897,"May 22, 2023",Tennessee,Columbia,Beech St,1,4,0,0,2,N/A,35.5945818,-87.0352149
2605263,"May 21, 2023",Mississippi,Clarksdale,300 block of Delta St,0,13,0,0,0,N/A,34.2003538,-90.5709323
2604461,"May 21, 2023",Washington,Renton,E Valley Hwy and S 180th St,0,5,0,0,0,N/A,47.4410833,-122.2199465
2603680,"May 21, 2023",Missouri,Kansas City,4244 Indiana Ave,3,2,0,0,1,N/A,39.0481136,-94.5450612
2605709,"May 21, 2023",Mississippi,Jonestown,MS-316,0,4,0,0,0,N/A,34.321965,-90.4574768
2604279,"May 21, 2023",Louisiana,Thibodaux,300 block of Hyland Dr,0,7,0,0,1,N/A,29.7647012,-90.8339035
2603241,"May 20, 2023",California,Los Angeles,1010 Wilshire Blvd,0,4,0,0,0,N/A,34.0515795,-118.2623011
2603598,"May 20, 2023",Louisiana,New Orleans,6000 block of Beechcraft St,2,2,0,0,0,N/A,30.014994,-90.019856
2603689,"May 20, 2023",Kentucky,Louisville,600 block of N 34th St,0,4,0,0,0,N/A,38.2718106,-85.8029138
2603870,"May 20, 2023",Georgia,Thomson,511 Knox St,0,4,0,0,1,N/A,33.4741312,-82.4952519
2601416,"May 18, 2023",Texas,San Antonio,5138 UTSA Blvd,1,3,0,0,2,N/A,29.5791707,-98.5866722
2600376,"May 16, 2023",Texas,San Antonio,800 block of Poinsettia St,0,4,0,0,0,N/A,29.4279232,-98.4511212
2598731,"May 15, 2023",New Mexico,Farmington,700 block of N Dustin Ave,3,6,1,0,0,N/A,36.7365009,-108.2022201
2598323,"May 14, 2023",Pennsylvania,Hazleton,W 11th St and N Manhattan Ct,0,4,0,0,1,N/A,40.9664105,-75.9727274
2598168,"May 14, 2023",Alabama,Montgomery,5500 block of Atlanta Highway,1,3,0,0,0,N/A,32.3817662,-86.2089801
2597941,"May 14, 2023",Indiana,Anderson,1600 block of Madison Ave,0,6,0,0,0,N/A,40.099902,-85.6919452
2598225,"May 14, 2023",Louisiana,Shreveport,9064 Mansfield Ave,0,4,0,0,1,N/A,32.4106788,-93.7501789
2597075,"May 13, 2023",Louisiana,Shreveport,3600 block of Hollywood Ave,0,4,0,0,0,N/A,32.4565012,-93.7956078
2597897,"May 13, 2023",California,Sacramento,Fairfield St and Del Paso Blvd,0,4,0,0,3,N/A,38.6089497,-121.4531321
2597569,"May 13, 2023",Georgia,Augusta,120 Sand Bar Ferry Rd,2,4,0,0,0,N/A,33.4670636,-81.9469779
2597757,"May 13, 2023",Kentucky,Louisville,627 S 4th St,1,4,0,0,0,N/A,38.2478567,-85.7579057
2597561,"May 13, 2023",New Hampshire,Manchester,129 Ahern St,0,4,0,0,3,N/A,42.9704004,-71.4663313
2597740,"May 13, 2023",Arizona,Yuma,3800 block of S J Edward Dr,2,5,0,0,3,N/A,32.6584668,-114.5337694
2597218,"May 12, 2023",Maryland,Laurel,300 block of Domer Ave,0,4,0,0,0,N/A,39.0946981,-76.8537716
2595672,"May 11, 2023",Indiana,Indianapolis,4020 S East St,1,3,0,0,0,N/A,39.7069789,-86.1495678
2595658,"May 11, 2023",Pennsylvania,Philadelphia,5900 block of North 21st St,1,3,0,0,0,N/A,40.0438123,-75.1560491
2595583,"May 11, 2023",Illinois,Chicago,600 block of W 61st Pl,2,3,0,0,0,N/A,41.783262,-87.639763
2594759,"May 10, 2023",Colorado,Denver,9600 E Girard Ave,1,4,0,1,2,N/A,39.6537091,-104.8764946
2590876,"May 7, 2023",New Jersey,Newark,300 block of Orange St,1,3,0,0,0,N/A,40.7491373,-74.1817692
2590669,"May 7, 2023",California,Adelanto,10900 block of Bartlett Ave,2,5,0,0,0,N/A,34.5793028,-117.4271797
2590631,"May 7, 2023",Missouri,Columbia,904 Business Loop 70 E,1,3,0,1,3,N/A,38.963875,-92.326204
2590617,"May 7, 2023",Missouri,Saint Louis,2100 block of Branch St,2,2,0,0,1,N/A,38.6570771,-90.2023727
2591640,"May 7, 2023",California,Thornton,8600 block of W Mokelumne Ave,1,3,0,0,0,N/A,38.2237642,-121.4228155
2591270,"May 7, 2023",California,Redwood City,400 block of Redwood Ave,0,5,0,0,0,N/A,37.4737603,-122.2266923
2591449,"May 7, 2023",Wisconsin,Fond Du Lac,912 Martin Ave,1,3,0,0,2,N/A,43.7537802,-88.4321705
2590940,"May 7, 2023",Maryland,Frostburg,E College Ave,1,3,0,0,5,N/A,39.6519122,-78.9317657
2590046,"May 6, 2023",Texas,Allen,820 W Stacy Rd,8,7,1,0,0,N/A,33.1341677,-96.6612228
2589762,"May 6, 2023",Ohio,Columbus,624 N High St,0,9,0,1,1,N/A,39.9751264,-83.0029872
2589882,"May 6, 2023",California,Chico,1000 block of Columbus Ave,1,5,0,0,3,N/A,39.7320796,-121.8578503
2589765,"May 6, 2023",Ohio,Columbus,1400 block of St Clair Ave,1,3,1,0,0,N/A,39.9940367,-82.9788083
2592771,"May 6, 2023",Mississippi,Robinsonville (Tunica Resorts),2669 Kirby Rd,0,4,0,0,0,N/A,34.7947126,-90.2736881
2589790,"May 5, 2023",Mississippi,Vicksburg,1320 Levee St,0,4,0,0,0,N/A,32.3496587,-90.8848245
2592407,"May 5, 2023",Louisiana,Bastrop,Welch Ave. and Pruitt St,2,2,0,0,1,N/A,32.7789177,-91.9234508
2589981,"May 5, 2023",Missouri,Saint Louis,2837 Cherokee St,2,2,0,0,0,N/A,38.5942783,-90.2314617
2589699,"May 5, 2023",Mississippi,Ocean Springs,1013 Government St,1,6,0,0,1,N/A,30.4137978,-88.8269571
2589804,"May 5, 2023",Mississippi,Natchez,261 Devereux Dr,2,3,0,0,5,N/A,31.5600475,-91.369996
2587918,"May 3, 2023",Illinois,Chicago,6300 block of South Calumet Ave,0,4,0,0,0,N/A,41.7802146,-87.6172562
2587386,"May 3, 2023",Georgia,Atlanta,1110 W Peachtree St NW,1,4,0,0,1,N/A,33.7850497,-84.3882691
2588047,"May 2, 2023",Louisiana,Bossier City,3820 LA-782,2,2,0,0,1,N/A,32.5159852,-93.7321228
2587288,"May 2, 2023",Florida,Lake Wales,614 Dawnlight Dr,4,0,1,0,0,N/A,27.9129343,-81.5850679
2586872,"April 30, 2023",Oklahoma,Henryetta,14360 Holly Rd,6,0,1,0,0,N/A,35.4391085,-95.9399323
2584772,"April 30, 2023",Kentucky,Paducah,505 S 8th St,0,4,0,0,5,N/A,37.0802528,-88.6005402
2584779,"April 30, 2023",Oklahoma,Oklahoma City,3000 W Memorial Rd,1,3,0,0,0,N/A,35.607893,-97.5687778
2585718,"April 30, 2023",California,Mojave,15900 block of H St,4,0,0,0,0,N/A,35.0532338,-118.1763484
2586747,"April 30, 2023",Nevada,Las Vegas (Enterprise),Bermuda Rd and Pilot Rd,0,4,0,0,0,N/A,36.0677822,-115.1546104
2584743,"April 30, 2023",Georgia,Athens,1155 Mitchell Bridge Rd,1,3,0,0,0,N/A,33.9428458,-83.4510281
2584748,"April 30, 2023",Mississippi,Bay Saint Louis,1000 block of Old Blue Meadow Rd,2,4,0,0,1,N/A,30.3249504,-89.3562751
2584808,"April 30, 2023",Louisiana,Lafayette,W Congress Ave and University Ave,1,5,0,0,0,N/A,30.2260812,-92.0282972
2584763,"April 30, 2023",Texas,Bryan,W 26th St and S Bryan Ave,0,4,0,0,0,N/A,30.6737868,-96.3740364
2584930,"April 30, 2023",Massachusetts,Lawrence,5 Royal St,1,5,0,0,0,N/A,42.7036373,-71.1845663
2585253,"April 30, 2023",Alabama,Birmingham,800 block of 48th St N,0,4,0,0,1,N/A,33.5377069,-86.7640777
2584240,"April 29, 2023",South Carolina,Columbia,600 Beckman Rd,0,9,0,0,7,N/A,34.0788648,-80.9947045
2584711,"April 29, 2023",Washington,Auburn,2500 block of B St NW,0,4,0,0,0,N/A,47.3271419,-122.2329855
2583589,"April 28, 2023",Pennsylvania,Philadelphia,5900 block of Palmetto St,3,1,0,0,3,N/A,40.0428058,-75.1005467
2584064,"April 28, 2023",Texas,Cleveland,171 Walter Dr,5,0,0,0,1,N/A,30.3626104,-95.1857109
2579179,"April 23, 2023",Texas,Jasper,470 County Rd 263,0,11,0,0,4,N/A,30.963824,-93.9804489
2579262,"April 22, 2023",North Carolina,Winston Salem (Winston-salem),1256 Alder St,1,4,0,0,0,N/A,36.0818606,-80.2369454
2579441,"April 21, 2023",Georgia,Rockmart,Fairview Rd and Morgan St,0,4,0,0,0,N/A,33.9956627,-85.0292304
2578168,"April 21, 2023",District of Columbia,Washington,500 block of Lebaum St SE,0,8,0,0,1,N/A,38.8478803,-76.9988894
2577693,"April 20, 2023",New Jersey,Trenton,269 Hamilton Ave,1,3,0,0,0,N/A,40.214525,-74.7517182
2577642,"April 20, 2023",Connecticut,Hartford,Huntington St and Asylum Ave,1,3,0,0,0,N/A,41.7696913,-72.69212
2575621,"April 18, 2023",Maine,Bowdoin,1459 Augusta Rd,4,3,0,0,1,N/A,44.0385253,-69.9407175
2576366,"April 18, 2023",North Carolina,Fayetteville,200 block of Alphin St,1,3,0,0,2,N/A,35.0434825,-78.8487396
2574091,"April 16, 2023",Mississippi,Biloxi,2466 Beach Blvd,0,5,0,0,1,N/A,30.3906282,-88.9807927
2574324,"April 16, 2023",Georgia,Keysville,Tyrone Brooks Dr,0,4,0,0,0,N/A,33.2337555,-78.4833277
2572960,"April 15, 2023",Hawaii,Waianae,87131 Kaukamana Rd,2,3,0,0,2,N/A,21.4269151,-158.1725445
2573436,"April 15, 2023",Alabama,Dadeville,220 N Broadnax St,4,32,0,2,6,N/A,32.8317312,-85.7633603
2572582,"April 15, 2023",New Jersey,Paterson,14th Ave and E 22nd St,0,6,0,0,0,N/A,40.9171802,-93.2549479
2573200,"April 15, 2023",New Jersey,Newark,400 block of Leslie St,1,3,0,0,1,N/A,40.7104335,-74.2234753
2573179,"April 15, 2023",Arizona,Phoenix,4617 W Indian School Rd,0,4,0,0,0,N/A,33.4946588,-112.1589728
2572997,"April 15, 2023",California,Northridge,19105 Parthenia St,2,2,0,0,1,N/A,34.2288311,-118.5494692
2573266,"April 15, 2023",Kentucky,Louisville,1200 Southwestern Pkwy,2,4,0,0,0,N/A,38.2420371,-85.8326019
2572471,"April 14, 2023",Missouri,Kansas City,3500 Prospect Ave,1,4,0,0,0,N/A,39.0624516,-94.5535848
2571130,"April 13, 2023",New York,Bronx,1859 Westchester Ave,0,4,0,0,0,N/A,40.8328099,-73.8639364
2571648,"April 13, 2023",Michigan,Detroit,13570 block of Penrod St,0,4,0,1,1,N/A,42.3853715,-83.2206599
2570622,"April 12, 2023",Ohio,Toledo,998 Dorr St,1,5,0,0,0,N/A,41.6529985,-83.5673202
2570985,"April 12, 2023",Indiana,Fort Wayne,3530 Harvester Ave,1,3,0,0,0,N/A,41.0639108,-85.0922509
2570789,"April 12, 2023",North Carolina,Goldsboro,112 N. Leslie St,1,5,0,0,0,N/A,35.380578,-77.986204
2570823,"April 12, 2023",New Jersey,Trenton,Spring St and Calhoun St,1,3,0,0,0,N/A,40.23007,-74.767529
2569434,"April 11, 2023",District of Columbia,Washington,4001 Benning Rd NE,1,3,0,0,0,N/A,38.893674,-76.946452
2568184,"April 10, 2023",Kentucky,Louisville,333 E Main St,5,5,1,0,0,N/A,38.2557572,-85.746235
2568150,"April 9, 2023",Florida,Orlando,5344 Lescot Ln,3,2,0,0,0,N/A,28.5233491,-81.4513674
2567299,"April 8, 2023",Texas,Houston,250 Uvalde Road,0,4,0,0,0,N/A,29.7956098,-95.1859264
2566705,"April 7, 2023",South Carolina,Isle Of Palms,1140 Ocean Blvd,0,5,0,0,1,N/A,32.7853455,-79.7880934
2566449,"April 7, 2023",Louisiana,New Orleans,I-10 and Read Blvd,0,4,0,0,0,N/A,30.0317603,-89.9723646
